,city,state,lat,lon,boundingboxes
17903,Lacona,New York,43.643402,-76.068534,"['43.6348057', '43.6524742', '-76.0767340', '-76.0520408']"
17904,East Lynne,Missouri,38.6683448,-94.2293897,"['38.6637700', '38.6717950', '-94.2409320', '-94.2217970']"
17905,Grand Coulee,Washington,47.9415408,-119.0033548,"['47.9314020', '47.9511020', '-119.0202270', '-118.9845090']"
17906,Van Etten,New York,42.1986854,-76.5524441,"['42.1889470', '42.2052889', '-76.5750279', '-76.5359341']"
17907,Andrews,Indiana,40.8625448,-85.6016458,"['40.8525990', '40.8695140', '-85.6117630', '-85.5926920']"
17908,Kenilworth,Utah,39.688297,-110.8057149,"['39.6682970', '39.7082970', '-110.8257149', '-110.7857149']"
17909,Jay,Florida,30.9526044,-87.1510047,"['30.9380714', '30.9612244', '-87.1669020', '-87.1387039']"
17910,Hallsville,Missouri,39.1169851,-92.220735,"['39.1100210', '39.1334400', '-92.2409070', '-92.2089400']"
17911,Amesville,Ohio,39.4005234,-81.9557916,"['39.3965386', '39.4064139', '-81.9602332', '-81.9486273']"
17912,Deposit,New York,42.0600834,-75.4276769,"['42.0558030', '42.0702460', '-75.4359580', '-75.4058380']"
17913,Gloverville,South Carolina,33.5295795,-81.81462301337501,"['33.5093040', '33.5501850', '-81.8403440', '-81.7855530']"
17914,Buford,South Carolina,34.7445962,-80.6167328,"['34.7245962', '34.7645962', '-80.6367328', '-80.5967328']"
17915,Wilton,New Hampshire,42.843419,-71.7350741,"['42.7876880', '42.8751946', '-71.8273903', '-71.7190595']"
17916,Lafferty,Ohio,40.1117363,-81.0192646,"['40.0917363', '40.1317363', '-81.0392646', '-80.9992646']"
17917,Coleman,Florida,28.7997644,-82.0703578,"['28.7834542', '28.8216939', '-82.0912246', '-82.0478256']"
17918,Bucklin,Kansas,37.5472429,-99.6342901,"['37.5420510', '37.5566940', '-99.6418710', '-99.6208940']"
17919,Pitcairn,New York,44.181219,-75.28244,"['44.1360670', '44.2434920', '-75.4134540', '-75.1797900']"
17920,Hills,Iowa,41.5541855,-91.5348875,"['41.5436806', '41.5838009', '-91.5450863', '-91.5226019']"
17921,Rhodhiss,North Carolina,35.7740206,-81.431201,"['35.7490380', '35.7835192', '-81.4442840', '-81.4206930']"
17922,Winslow West,Arizona,35.034705,-110.74762602309985,"['35.0314810', '35.0385780', '-110.7543350', '-110.7416530']"
17923,Rio,Louisiana,30.6929665,-89.8900742,"['30.6729665', '30.7129665', '-89.9100742', '-89.8700742']"
17924,Norwood,Illinois,40.7055931,-89.6987129,"['40.7031400', '40.7110320', '-89.7068210', '-89.6947280']"
17925,McClelland,Iowa,41.3294553,-95.6840544,"['41.3256663', '41.3327028', '-95.6892466', '-95.6795425']"
17926,Welcome,Minnesota,43.6671139,-94.6187863,"['43.6589425', '43.6773970', '-94.6304018', '-94.5723987']"
17927,Sarasota Springs,Florida,27.3125885,-82.48287293066228,"['27.2986199', '27.3265120', '-82.4976903', '-82.4514747']"
17928,Templeton,Iowa,41.9185415,-94.9430412,"['41.9108669', '41.9244487', '-94.9485327', '-94.9346647']"
17929,Whitfield,Florida,27.408966999999997,-82.56941846911948,"['27.3927190', '27.4252400', '-82.5793390', '-82.5549470']"
17930,Heislerville,New Jersey,39.2231698,-74.9923978,"['39.2031698', '39.2431698', '-75.0123978', '-74.9723978']"
17931,Laclede,Idaho,48.1701889,-116.7560286,"['48.1501889', '48.1901889', '-116.7760286', '-116.7360286']"
17932,Nellieburg,Mississippi,32.3958175,-88.79410423775894,"['32.3568500', '32.4347970', '-88.8391690', '-88.7418120']"
17933,Pleasant Plain,Ohio,39.2795049,-84.1121563,"['39.2753420', '39.2826760', '-84.1177940', '-84.1063870']"
17934,Marmora,New Jersey,39.2667819,-74.644881,"['39.2467819', '39.2867819', '-74.6648810', '-74.6248810']"
17935,South Carrollton,Kentucky,37.3375441,-87.1419405,"['37.3296060', '37.3406960', '-87.1471020', '-87.1337240']"
17936,Fairton,New Jersey,39.377457500000006,-75.20804330927598,"['39.3594730', '39.3954380', '-75.2356250', '-75.1780770']"
17937,Bluff Dale,Texas,32.3509718,-98.0214262,"['32.3309718', '32.3709718', '-98.0414262', '-98.0014262']"
17938,Sun River Terrace,Illinois,41.1224945,-87.7336406,"['41.1191410', '41.1331600', '-87.7442490', '-87.7245120']"
17939,Central,Utah,37.4166454,-113.6244052,"['37.4023980', '37.4305790', '-113.6425280', '-113.6059390']"
17940,Knappa,Oregon,46.1687212,-123.5818368,"['46.1487212', '46.1887212', '-123.6018368', '-123.5618368']"
17941,Harding-Birch Lakes,Alaska,64.3682095,-146.55883678888574,"['64.2584710', '64.4782280', '-146.9948410', '-146.2077730']"
17942,Pinecroft,Pennsylvania,40.5686789,-78.3500141,"['40.5486789', '40.5886789', '-78.3700141', '-78.3300141']"
17943,St. Onge,South Dakota,44.546651,-103.721031,"['44.5266510', '44.5666510', '-103.7410310', '-103.7010310']"
17944,Beech Island,South Carolina,33.4273614,-81.8909473,"['33.4073614', '33.4473614', '-81.9109473', '-81.8709473']"
17945,Englewood Cliffs,New Jersey,40.8853773,-73.9523597,"['40.8584473', '40.9057020', '-73.9680565', '-73.9271142']"
17946,Dardanelle,Arkansas,35.2231408,-93.1579532,"['35.2011702', '35.2536666', '-93.1901901', '-93.1395793']"
17947,Champlain,New York,44.986656,-73.446693,"['44.9783910', '44.9956460', '-73.4599750', '-73.4195190']"
17948,Talmo,Georgia,34.185106,-83.7207267,"['34.1671540', '34.2036580', '-83.7459510', '-83.6966850']"
17949,Lake Wissota,Wisconsin,44.9263504,-91.3009867,"['44.9118000', '44.9388150', '-91.3478964', '-91.2572898']"
17950,New Castle,Kentucky,38.4334003,-85.1696768,"['38.4258940', '38.4396370', '-85.1788810', '-85.1557280']"
17951,Bradford,New York,42.3711837,-77.1088596,"['42.2732150', '42.3892620', '-77.1657190', '-77.0997050']"
17952,Berger,Missouri,38.6742133,-91.3387691,"['38.6633020', '38.6781330', '-91.3446000', '-91.3306220']"
17953,Icard,North Carolina,35.7273539,-81.4706462,"['35.7083340', '35.7440120', '-81.4819880', '-81.4384704']"
17954,Neches,Texas,31.8668353,-95.4957876,"['31.8468353', '31.8868353', '-95.5157876', '-95.4757876']"
17955,Northeast Ithaca,New York,42.46857,-76.463401,"['42.4598296', '42.4789000', '-76.4761520', '-76.4497170']"
17956,Garcon Point,Florida,30.4204772,-87.0903011,"['30.3987859', '30.4442041', '-87.1005900', '-87.0761634']"
17957,Forbestown,California,39.51711,-121.267184,"['39.4971100', '39.5371100', '-121.2871840', '-121.2471840']"
17958,Cotton Valley,Louisiana,32.8193093,-93.4176721,"['32.7977340', '32.8270160', '-93.4399940', '-93.4097830']"
17959,Point Lookout,New York,40.5923255,-73.580684,"['40.5852740', '40.5958660', '-73.5872030', '-73.5741140']"
17960,Ben Bolt,Texas,27.6475301,-98.0813917,"['27.6275301', '27.6675301', '-98.1013917', '-98.0613917']"
17961,Sankertown,Pennsylvania,40.4700713,-78.5922393,"['40.4662460', '40.4781950', '-78.6002020', '-78.5866300']"
17962,Polonia,Wisconsin,44.5699712,-89.4131715,"['44.5499712', '44.5899712', '-89.4331715', '-89.3931715']"
17963,East Rochester,Pennsylvania,40.7000662,-80.268117,"['40.6917720', '40.7040700', '-80.2760000', '-80.2600020']"
17964,Arpin,Wisconsin,44.540516,-90.0351302,"['44.5334820', '44.5478740', '-90.0451940', '-90.0205740']"
17965,Taylor Landing,Texas,29.8727741,-94.142959,"['29.8507000', '29.8770120', '-94.1451870', '-94.1236480']"
17966,Christiansburg,Ohio,40.0553348,-84.026048,"['40.0521220', '40.0607270', '-84.0301130', '-84.0207470']"
17967,The Village of Indian Hill,Ohio,39.1892073,-84.3381286,"['39.1399590', '39.2540210', '-84.3786254', '-84.2945100']"
17968,Riverview Estates,Missouri,38.7487407,-94.5251586,"['38.7449079', '38.7524903', '-94.5294675', '-94.5207480']"
17969,Sunset Lake,New Jersey,40.8884508,-74.45372674190477,"['40.8873657', '40.8897075', '-74.4558654', '-74.4515316']"
17970,Elton,Louisiana,30.4813125,-92.6956982,"['30.4743230', '30.4882320', '-92.7143980', '-92.6795010']"
17971,Black Canyon City,Arizona,34.0708665,-112.150714,"['34.0308665', '34.1108665', '-112.1907140', '-112.1107140']"
17972,New Home,Texas,33.3289051,-101.9104099,"['33.3195870', '33.3342890', '-101.9204260', '-101.9030390']"
17973,Indio Hills,California,33.831128,-116.2313958,"['33.8111280', '33.8511280', '-116.2513958', '-116.2113958']"
17974,Kieler,Wisconsin,42.5823073,-90.6018357,"['42.5623073', '42.6023073', '-90.6218357', '-90.5818357']"
17975,Forestville,California,38.483830499999996,-122.88566057524272,"['38.4633810', '38.5042070', '-122.9202110', '-122.8516040']"
17976,Mount Holly Springs,Pennsylvania,40.1184235,-77.1899817,"['40.0962975', '40.1249743', '-77.1949203', '-77.1745250']"
17977,Sperryville,Virginia,38.6575027,-78.2266811,"['38.6486540', '38.6632080', '-78.2507920', '-78.2155510']"
17978,Upperco,Maryland,39.5629228,-76.8359846,"['39.5429228', '39.5829228', '-76.8559846', '-76.8159846']"
17979,Huntley,Montana,45.9006095,-108.30593828161784,"['45.8871100', '45.9140300', '-108.3191640', '-108.2909650']"
17980,Barrett,Texas,29.8799451,-95.0629848,"['29.8599451', '29.8999451', '-95.0829848', '-95.0429848']"
17981,Dodge,Nebraska,41.58577,-96.6789773,"['41.3931360', '41.7427630', '-96.9060429', '-96.3285510']"
17982,Bly,Oregon,42.3974254,-121.041993,"['42.3774254', '42.4174254', '-121.0619930', '-121.0219930']"
17983,Potomac Falls,Virginia,39.0501083,-77.4008201,"['39.0401083', '39.0601083', '-77.4108201', '-77.3908201']"
17984,Colfax,Louisiana,31.5194077,-92.7068037,"['31.5059180', '31.5301050', '-92.7153850', '-92.6827170']"
17985,Bristow Cove,Alabama,34.110917349999994,-86.229297443619,"['34.0788967', '34.1428989', '-86.3035217', '-86.1897836']"
17986,Bonanza Mountain Estates,Colorado,39.9766535,-105.4802747,"['39.9566535', '39.9966535', '-105.5002747', '-105.4602747']"
17987,Calpella,California,39.2336932,-123.202672,"['39.2205991', '39.2432415', '-123.2163539', '-123.1643229']"
17988,Harrison,Idaho,47.4542999,-116.786025,"['47.4329960', '47.4975990', '-116.8390820', '-116.7567640']"
17989,St. Joseph,Tennessee,35.031402,-87.50517119295057,"['35.0029480', '35.0598550', '-87.5228150', '-87.4706310']"
17990,Pickrell,Nebraska,40.378612,-96.728635,"['40.3754950', '40.3818050', '-96.7327900', '-96.7257140']"
17991,Oro Grande,California,34.5988813,-117.3342134,"['34.5740530', '34.6745323', '-117.3617820', '-117.3230343']"
17992,Taylors Island,Maryland,38.4576222,-76.3002242,"['38.1376222', '38.7776222', '-76.6202242', '-75.9802242']"
17993,Stonington,Illinois,39.6400426,-89.1928608,"['39.6322130', '39.6441110', '-89.2102680', '-89.1814190']"
17994,Baileyton,Tennessee,36.3342662,-82.8368253,"['36.3159550', '36.3498000', '-82.8436810', '-82.8133340']"
17995,McKinleyville,California,40.9465152,-124.1006205,"['40.9065152', '40.9865152', '-124.1406205', '-124.0606205']"
17996,Stockbridge,Massachusetts,42.282398,-73.3123684,"['42.2574966', '42.3523356', '-73.3659256', '-73.2881386']"
17997,Slabtown,Pennsylvania,40.9036035,-76.40278106538463,"['40.8975340', '40.9096620', '-76.4163530', '-76.3944080']"
17998,Moreland,Idaho,43.2226924,-112.4424805,"['43.2026924', '43.2426924', '-112.4624805', '-112.4224805']"
17999,St. Paul,Indiana,39.4279074,-85.6280248,"['39.4221770', '39.4334220', '-85.6346750', '-85.6223470']"
18000,Lerna,Illinois,39.4183688,-88.2886551,"['39.4159750', '39.4199890', '-88.2948620', '-88.2831410']"
18001,Hanover,Massachusetts,42.1131572,-70.8119859,"['42.0873031', '42.1583089', '-70.9001191', '-70.8037503']"
18002,Rapid River,Michigan,45.9712515,-86.9573554,"['45.9709542', '45.9713547', '-86.9573554', '-86.9572725']"
18003,Mart,Texas,31.5423911,-96.8336015,"['31.5300928', '31.5519167', '-96.8459543', '-96.8115015']"
18004,LaCrosse,Washington,47.52192355,-122.19165304882978,"['47.5202894', '47.5238502', '-122.1942469', '-122.1892260']"
18005,Celoron,New York,42.109494,-79.2831684,"['42.0997280', '42.1116880', '-79.2881250', '-79.2660900']"
18006,Honomu,Hawaii,19.8709075,-155.113434,"['19.8618528', '19.8765299', '-155.1223700', '-155.1037010']"
18007,Manor,Georgia,31.1038242,-82.5731939,"['31.0838242', '31.1238242', '-82.5931939', '-82.5531939']"
18008,Antrim,New Hampshire,43.0309142,-71.9389689,"['43.0051050', '43.1046890', '-72.0588040', '-71.9085640']"
18009,Lake Arthur,Louisiana,30.080764,-92.6715308,"['30.0641200', '30.0938286', '-92.6938650', '-92.6579210']"
18010,West Terre Haute,Indiana,39.4650363,-87.450021,"['39.4554890', '39.4708275', '-87.4602690', '-87.4398220']"
18011,Beech Mountain Lakes,Pennsylvania,41.0497108,-75.9181477,"['41.0496608', '41.0497608', '-75.9181977', '-75.9180977']"
18012,Lincoln,Pennsylvania,40.2992843,-79.8523129,"['40.2764107', '40.3216420', '-79.8841731', '-79.8285897']"
18013,Boon,Michigan,44.289728,-85.602004,"['44.2697280', '44.3097280', '-85.6220040', '-85.5820040']"
18014,Augusta,Illinois,40.2300454,-90.9501342,"['40.2228770', '40.2403030', '-90.9595010', '-90.9400980']"
18015,Seton Village,New Mexico,35.5991473,-105.9324529,"['35.5791473', '35.6191473', '-105.9524529', '-105.9124529']"
18016,Houserville,Pennsylvania,40.8239328,-77.8288486,"['40.8178808', '40.8343734', '-77.8381750', '-77.8088533']"
18017,Pluckemin,New Jersey,40.6456575,-74.639048,"['40.6256575', '40.6656575', '-74.6590480', '-74.6190480']"
18018,Oxford Junction,Iowa,41.9836283,-90.9562592,"['41.9782352', '41.9901277', '-90.9608699', '-90.9466850']"
18019,Gratton,Virginia,37.1348383,-81.4139949,"['37.1148383', '37.1548383', '-81.4339949', '-81.3939949']"
18020,Brookings,South Dakota,44.3763598,-96.7925213,"['44.1954370', '44.5438707', '-97.1297077', '-96.4518379']"
18021,Tomales,California,38.2467271,-122.9054026,"['38.2267271', '38.2667271', '-122.9254026', '-122.8854026']"
18022,Nipinnawasee,California,37.4041078,-119.7329352,"['37.3841078', '37.4241078', '-119.7529352', '-119.7129352']"
18023,Sperry,Oklahoma,36.2921,-95.96902871994789,"['36.2766870', '36.3074897', '-96.0015390', '-95.9642410']"
18024,Springport,Michigan,42.378372,-84.6985883,"['42.3710630', '42.3855970', '-84.7088770', '-84.6840980']"
18025,Grahamtown,Maryland,39.6461984,-78.921968,"['39.6261984', '39.6661984', '-78.9419680', '-78.9019680']"
18026,Lewis Run,Pennsylvania,41.870896,-78.6614165,"['41.8610020', '41.8791950', '-78.6760100', '-78.6451340']"
18027,Yah-Ta-Hey,New Mexico,35.62090005,-108.78735454594317,"['35.6014704', '35.6401102', '-108.8145490', '-108.7632313']"
18028,Dargan,Maryland,39.3773225,-77.7330482,"['39.3573225', '39.3973225', '-77.7530482', '-77.7130482']"
18029,Esperance,New York,42.7610456,-74.2565786,"['42.7556350', '42.7737490', '-74.2655620', '-74.2516020']"
18030,Holly Hill,South Carolina,33.4973905,-79.149488,"['33.1773905', '33.8173905', '-79.4694880', '-78.8294880']"
18031,Cannonsburg,Kentucky,38.3886931,-82.702662,"['38.3686931', '38.4086931', '-82.7226620', '-82.6826620']"
18032,Hazel,South Dakota,44.7598851,-97.3796098,"['44.7532370', '44.7633504', '-97.3895931', '-97.3699243']"
18033,Dresden,New York,42.6839586,-76.9557968,"['42.6794010', '42.6883830', '-76.9634940', '-76.9487800']"
18034,Pawnee Rock,Kansas,38.2652911,-98.9809292,"['38.2612030', '38.2686551', '-98.9892982', '-98.9769903']"
18035,Phillipsburg,Missouri,37.5539323,-92.7848985,"['37.5391500', '37.5588220', '-92.7976120', '-92.7751300']"
18036,Carolina,West Virginia,39.4803621,-80.2734176,"['39.4603621', '39.5003621', '-80.2934176', '-80.2534176']"
18037,Summit Station,Pennsylvania,40.5604015,-76.19798568739853,"['40.5476800', '40.5731540', '-76.2123240', '-76.1881160']"
18038,Cricket,North Carolina,36.167331,-81.1909554,"['36.1507040', '36.1843320', '-81.2218700', '-81.1595840']"
18039,Dayton,Idaho,42.1129787,-111.993566,"['42.0787280', '42.1366860', '-112.0028380', '-111.9417960']"
18040,South Alamo,Texas,26.1570196,-98.1086187,"['26.1370196', '26.1770196', '-98.1286187', '-98.0886187']"
18041,Harrison City,Pennsylvania,40.3551215,-79.64993953749999,"['40.3519740', '40.3582600', '-79.6541380', '-79.6474300']"
18042,Pierson,Florida,29.2393293,-81.4652728,"['29.2037342', '29.2743960', '-81.4897803', '-81.4016991']"
18043,Atwater,Ohio,41.024134000000004,-81.1648959233164,"['41.0149627', '41.0330010', '-81.1740018', '-81.1480180']"
18044,Raymond,Ohio,40.3347799,-83.465758,"['40.3147799', '40.3547799', '-83.4857580', '-83.4457580']"
18045,Roberts,Montana,45.3593431,-109.1678601,"['45.3393431', '45.3793431', '-109.1878601', '-109.1478601']"
18046,Boles Acres,New Mexico,32.8070334,-105.986096,"['32.7857300', '32.8585050', '-106.0371670', '-105.9252950']"
18047,Highgate Springs,Vermont,44.979319,-73.1053021,"['44.9593190', '44.9993190', '-73.1253021', '-73.0853021']"
18048,Windsor,Vermont,43.4798875,-72.3866266,"['43.4286284', '43.5252693', '-72.4548938', '-72.3803636']"
18049,Letha,Idaho,43.8943306,-116.6476414,"['43.8881330', '43.9011050', '-116.6625510', '-116.6320510']"
18050,Rich Hill,Missouri,38.0964191,-94.3610616,"['38.0831200', '38.1058850', '-94.3747770', '-94.3487470']"
18051,Turtle Lake,Wisconsin,45.3944027,-92.1424066,"['45.3809494', '45.4101968', '-92.1767985', '-92.1239110']"
18052,Raymondville,Texas,26.4814565,-97.783051,"['26.4523000', '26.4929910', '-97.7977460', '-97.7563820']"
18053,Kangley,Illinois,41.1458671,-88.873687,"['41.1417060', '41.1527360', '-88.8791600', '-88.8627690']"
18054,Middlefield,Massachusetts,42.3488648,-73.0153049,"['42.3044356', '42.3914487', '-73.0685085', '-72.9532240']"
18055,Marathon,Ohio,39.1447857,-84.006321,"['39.1247857', '39.1647857', '-84.0263210', '-83.9863210']"
18056,Monterey,Tennessee,36.1475642,-85.2683022,"['36.1172310', '36.1603594', '-85.2862919', '-85.2422570']"
18057,Bethania,North Carolina,36.1823602,-80.3381077,"['36.1711792', '36.1915360', '-80.3466180', '-80.3290470']"
18058,Wagon Wheel,Arizona,34.1890592,-110.0160921,"['34.1690592', '34.2090592', '-110.0360921', '-109.9960921']"
18059,Canal Point,Florida,26.861741000000002,-80.62290972036823,"['26.8514630', '26.8730480', '-80.6381450', '-80.6129190']"
18060,Greenville,Kentucky,37.2011539,-87.1788854,"['37.1852490', '37.2458190', '-87.1970500', '-87.1425300']"
18061,Kaibab Estates West,Arizona,35.2739688,-112.4713683,"['35.2539688', '35.2939688', '-112.4913683', '-112.4513683']"
18062,Greenview,Illinois,40.0831024,-89.7381633,"['40.0767790', '40.0915950', '-89.7517850', '-89.7304260']"
18063,Flanders,New York,40.9034328,-72.6175936,"['40.8680750', '40.9224050', '-72.6490660', '-72.5561540']"
18064,Tedrow,Ohio,41.6013475,-84.20672449311927,"['41.5955730', '41.6070440', '-84.2119047', '-84.1951167']"
18065,Fairview,Kentucky,38.9983949,-84.4871637,"['38.9874860', '39.0087700', '-84.4917830', '-84.4779000']"
18066,Nickerson,Kansas,38.1472334,-98.0836679,"['38.1352290', '38.1589256', '-98.1017830', '-98.0754040']"
18067,Brownsdale,Minnesota,43.7402404,-92.8693543,"['43.7357737', '43.7459916', '-92.8801059', '-92.8591967']"
18068,St. Regis Park,Kentucky,38.2302255,-85.6147591834033,"['38.2228840', '38.2365420', '-85.6226610', '-85.6081030']"
18069,Purty Rock,New Mexico,35.4328016,-108.8856427,"['35.4327516', '35.4328516', '-108.8856927', '-108.8855927']"
18070,Rafter J Ranch,Wyoming,43.4313333,-110.79203865483628,"['43.4267070', '43.4366898', '-110.8034338', '-110.7784310']"
18071,Unity,South Carolina,34.7974867,-80.6992719,"['34.7774867', '34.8174867', '-80.7192719', '-80.6792719']"
18072,Cooksville,Maryland,39.3201044,-77.0205346,"['39.3001044', '39.3401044', '-77.0405346', '-77.0005346']"
18073,Morven,Georgia,30.9415814,-83.4993276,"['30.9324974', '30.9542266', '-83.5129129', '-83.4878024']"
18074,Lake Tomahawk,Ohio,39.6521197,-82.4643888,"['39.6520697', '39.6521697', '-82.4644388', '-82.4643388']"
18075,Fayetteville,Ohio,39.1867298,-83.9321521,"['39.1745800', '39.1929680', '-83.9393740', '-83.9223480']"
18076,Nichols,Wisconsin,44.563042,-88.4634342,"['44.5594612', '44.5738920', '-88.4818505', '-88.4582220']"
18077,Pine Springs,Minnesota,45.0358292,-92.9548313,"['45.0266209', '45.0467294', '-92.9649524', '-92.9446681']"
18078,Braddock Heights,Maryland,39.4187479,-77.5035607,"['39.3987479', '39.4387479', '-77.5235607', '-77.4835607']"
18079,Macomb,Oklahoma,35.147833,-97.00865938137318,"['35.1452200', '35.1507530', '-97.0108600', '-97.0064993']"
18080,Independent Hill,Virginia,38.6357629,-77.4378446,"['38.6157629', '38.6557629', '-77.4578446', '-77.4178446']"
18081,Fair Oaks,Oregon,43.4173411,-123.2134056,"['43.3973411', '43.4373411', '-123.2334056', '-123.1934056']"
18082,Pine Glen,Pennsylvania,41.0889475,-78.0566725,"['41.0744590', '41.1065310', '-78.0711630', '-78.0404050']"
18083,Jamaica,Iowa,41.8460595,-94.3081492,"['41.8417250', '41.8489980', '-94.3143056', '-94.2997881']"
18084,Scott,Ohio,40.9897709,-84.5832874,"['40.9825210', '40.9971580', '-84.5918940', '-84.5725821']"
18085,Fort Green Springs,Florida,27.5917022,-81.9392515,"['27.5717022', '27.6117022', '-81.9592515', '-81.9192515']"
18086,Gas City,Indiana,40.4880229,-85.6125667,"['40.4740200', '40.5187080', '-85.6260176', '-85.5399800']"
18087,Aldie,Virginia,38.975841,-77.64604766772152,"['38.9719000', '38.9797650', '-77.6519430', '-77.6362420']"
18088,Somerton,Arizona,32.5964404,-114.709677,"['32.5818455', '32.6196980', '-114.7271820', '-114.6440550']"
18089,Boulevard,California,32.6636712,-116.273629,"['32.6436712', '32.6836712', '-116.2936290', '-116.2536290']"
18090,Potomac,Montana,46.8815967,-113.5795332,"['46.8615967', '46.9015967', '-113.5995332', '-113.5595332']"
18091,Barker Ten Mile,North Carolina,34.682504,-78.98931509004693,"['34.6655900', '34.7004110', '-79.0043380', '-78.9723730']"
18092,Shortsville,New York,42.9559145,-77.2206913,"['42.9498810', '42.9618330', '-77.2366660', '-77.2107850']"
18093,Pleasant Valley,New York,41.7455573,-73.8205859,"['41.7356176', '41.7564416', '-73.8398606', '-73.8147276']"
18094,Burlington,Ohio,38.411163349999995,-82.52260555922405,"['38.4031419', '38.4191744', '-82.5601782', '-82.4946103']"
18095,Bellbrook,Ohio,39.6358399,-84.0701766,"['39.6206916', '39.6551236', '-84.1117750', '-84.0577232']"
18096,Polo,Illinois,41.986141,-89.5792782,"['41.9738930', '41.9953500', '-89.5908080', '-89.5644560']"
18097,Cayuga,New York,42.8093409,-76.5700777,"['42.6185410', '43.8239591', '-76.7469620', '-76.2655370']"
18098,Manley,Nebraska,40.9196531,-96.1660582,"['40.9161120', '40.9222100', '-96.1686360', '-96.1630250']"
18099,Bureau Junction,Illinois,41.2892031,-89.3664786,"['41.2768390', '41.2986610', '-89.3739850', '-89.3543280']"
18100,Hull,Texas,30.1463235,-94.6424197,"['30.1263235', '30.1663235', '-94.6624197', '-94.6224197']"
18101,Schenevus,New York,42.5489657,-74.8209875,"['42.5408840', '42.5597880', '-74.8419740', '-74.8132770']"
18102,Clyde Hill,Washington,47.631569,-122.2181054,"['47.6210070', '47.6432660', '-122.2280116', '-122.2096611']"
18103,Mont Alto,Pennsylvania,39.8442593,-77.5583232,"['39.8355560', '39.8485220', '-77.5675210', '-77.5416010']"
18104,Germanton,North Carolina,36.262771,-80.2309735,"['36.2427710', '36.2827710', '-80.2509735', '-80.2109735']"
18105,Fox Farm-College,Wyoming,41.1033927,-104.7898234,"['41.0801200', '41.1314630', '-104.8034980', '-104.7658780']"
18106,Laurel Mountain,Pennsylvania,40.2111844,-79.1850311,"['40.2072320', '40.2159940', '-79.1890780', '-79.1807740']"
18107,Gillis,Louisiana,30.3738135,-93.2009889,"['30.3538135', '30.3938135', '-93.2209889', '-93.1809889']"
18108,Pierrepont,New York,44.542526,-75.011902,"['44.4572840', '44.6253990', '-75.0948720', '-74.9425090']"
18109,Tavistock,New Jersey,39.875746500000005,-75.02699505860133,"['39.8718800', '39.8810750', '-75.0371970', '-75.0182630']"
18110,Vergas,Minnesota,46.656626,-95.805326,"['46.6436487', '46.6694495', '-95.8154488', '-95.7849155']"
18111,Andover,Kansas,37.7139041,-97.1364294,"['37.6358770', '37.7378140', '-97.1533090', '-97.1078191']"
18112,Neelyville,Missouri,36.561713,-90.5061465,"['36.5432380', '36.5655020', '-90.5248990', '-90.5025775']"
18113,Tripoli,Iowa,42.8023164,-92.2581376,"['42.7986352', '42.8184199', '-92.2681078', '-92.2398516']"
18114,Prathersville,Missouri,39.3125036,-94.2724461,"['39.3016310', '39.3260521', '-94.2909968', '-94.2584580']"
18115,Salineville,Ohio,40.6225623,-80.8378609,"['40.5983050', '40.6310750', '-80.8614223', '-80.8127030']"
18116,Lexington,Mississippi,33.1131834,-90.0531408,"['33.1047110', '33.1273190', '-90.0701030', '-90.0334140']"
18117,Sunburg,Minnesota,45.3477401,-95.2383563,"['45.3399380', '45.3547940', '-95.2453810', '-95.2348490']"
18118,Fernwood,Mississippi,31.1854546,-90.4489861,"['31.1654546', '31.2054546', '-90.4689861', '-90.4289861']"
18119,Ahmeek,Michigan,47.298812,-88.396501,"['47.2959219', '47.3005950', '-88.3998370', '-88.3944297']"
18120,Emory,Virginia,36.7728907,-81.8362343,"['36.7528907', '36.7928907', '-81.8562343', '-81.8162343']"
18121,Mapleview,Minnesota,43.6904172,-92.974793,"['43.6860748', '43.6921775', '-92.9796913', '-92.9648171']"
18122,Hudson Lake,Indiana,41.7154271,-86.5458523,"['41.6954271', '41.7354271', '-86.5658523', '-86.5258523']"
18123,Mount Holly,Arkansas,33.3026262,-92.9548857,"['33.2826262', '33.3226262', '-92.9748857', '-92.9348857']"
18124,Roca,Nebraska,40.657321,-96.662314,"['40.6538710', '40.6611000', '-96.6662810', '-96.6579590']"
18125,Port Deposit,Maryland,39.6029087,-76.1132172,"['39.5943786', '39.6246357', '-76.1311680', '-76.0763552']"
18126,Mead Ranch,Arizona,34.344843749999995,-111.14037071266611,"['34.3438360', '34.3475987', '-111.1428843', '-111.1379002']"
18127,Marietta,North Carolina,34.3690764,-79.1221944,"['34.3559970', '34.3795430', '-79.1371260', '-79.1138090']"
18128,Newell,Pennsylvania,40.0756288,-79.8981032,"['40.0683243', '40.0805563', '-79.9019138', '-79.8780340']"
18129,Oaktown,Indiana,38.8711562,-87.4414083,"['38.8664290', '38.8780420', '-87.4470200', '-87.4323780']"
18130,Fowlkes,Tennessee,35.9706281,-89.3861835,"['35.9506281', '35.9906281', '-89.4061835', '-89.3661835']"
18131,Hague,New York,43.745553,-73.498535,"['43.6370888', '43.8036950', '-73.6454660', '-73.4365667']"
18132,Bridge City,Louisiana,29.9296175,-90.16496456877928,"['29.9033770', '29.9560680', '-90.1819530', '-90.1398008']"
18133,Jacksonville,Missouri,39.5883672,-92.4712952,"['39.5851630', '39.5911300', '-92.4762770', '-92.4693270']"
